Wavelength	C:\Documents and Settings\All Users\Application Data\ASD\Indico Pro\Projects\McBeth_080818\#16.txt
350	 0.146190201799927 
351	 0.133572777342424 
352	 0.133301139297918 
353	 0.132233538295722 
354	 0.125477228298881 
355	 0.12070468602779 
356	 0.114777520403138 
357	 0.1098284744916 
358	 0.107568832541084 
359	 0.106606557234274 
360	 0.104896136907769 
361	 0.102698518853236 
362	 0.100896098178938 
363	 9.64513802470688E-02 
364	 9.74925667330389E-02 
365	 0.101495445328578 
366	 9.60198989434827E-02 
367	 9.54053487575461E-02 
368	 9.49180202054665E-02 
369	 9.13388910932147E-02 
370	 9.31128998579464E-02 
371	 9.23085858767447E-02 
372	 8.94246978983661E-02 
373	 8.78375456506345E-02 
374	 8.76496870163615E-02 
375	 8.93436752454878E-02 
376	 9.08559048120428E-02 
377	 8.84204652951701E-02 
378	 8.80191573104247E-02 
379	 8.70516955705461E-02 
380	 8.44508666819709E-02 
381	 8.57061354857613E-02 
382	 8.65383338668902E-02 
383	 8.65058090552655E-02 
384	 0.086341772223048 
385	 8.58653740219998E-02 
386	 0.084566348993119 
387	 8.34678065117368E-02 
388	 8.45131313857363E-02 
389	 8.37436418523881E-02 
390	 8.19178272249457E-02 
391	 8.07414725894523E-02 
392	 8.25724505699419E-02 
393	 8.17192565919356E-02 
394	 8.01947759369255E-02 
395	 8.12247556808889E-02 
396	 8.06135460242907E-02 
397	 8.00116542363745E-02 
398	 7.97890839646442E-02 
399	 0.07910507012714 
400	 7.90799601203796E-02 
401	 7.88759726321145E-02 
402	 7.80510477917084E-02 
403	 7.73982451988329E-02 
404	 7.83967238236851E-02 
405	 7.88531601949703E-02 
406	 7.66445416112725E-02 
407	 7.66496926464395E-02 
408	 7.65228422263109E-02 
409	 7.58734615226037E-02 
410	 7.62592552075096E-02 
411	 7.61756680520791E-02 
412	 0.075950319224782 
413	 7.58403623897607E-02 
414	 7.51871668827789E-02 
415	 7.47001163426291E-02 
416	 7.47271907693155E-02 
417	 0.075181781362843 
418	 7.44822601973856E-02 
419	 7.38706874352772E-02 
420	 7.38187570102005E-02 
421	 7.38164472921241E-02 
422	 7.38581962327265E-02 
423	 7.35773701014514E-02 
424	 7.30232449838081E-02 
425	 7.35417302035231E-02 
426	 7.35011980132024E-02 
427	 7.31042072769158E-02 
428	 0.073278493206784 
429	 7.32948771480197E-02 
430	 7.31757161674597E-02 
431	 7.31164818571905E-02 
432	 7.34515728764025E-02 
433	 7.33107205938142E-02 
434	 7.30799214074337E-02 
435	 0.073208781228787 
436	 7.32469379504324E-02 
437	 7.30913891525668E-02 
438	 7.30469354809301E-02 
439	 7.35560073826929E-02 
440	 7.35284368240057E-02 
441	 7.34658249935275E-02 
