Wavelength	C:\Documents and Settings\All Users\Application Data\ASD\Indico Pro\Projects\McBeth_080818\#5.txt
350	 0.119351965152558 
351	 0.118657412915575 
352	 0.117090545786476 
353	 0.114530473840427 
354	 0.111181513103829 
355	 0.107060311474063 
356	 0.105373946781736 
357	 0.106293296650793 
358	 0.10812094151413 
359	 0.106391592808451 
360	 0.106154985244235 
361	 0.108087821460801 
362	 0.110268799864501 
363	 0.106702438362466 
364	 0.108218509992265 
365	 0.113480079465458 
366	 0.109393596378404 
367	 0.11094675114154 
368	 0.114505389888124 
369	 0.116237527866828 
370	 0.120196859497253 
371	 0.118680608087692 
372	 0.117633248659137 
373	 0.124194362374723 
374	 0.122095472141444 
375	 0.125907537690574 
376	 0.134970339305949 
377	 0.134674884752859 
378	 0.136825087168869 
379	 0.139920417411803 
380	 0.142733872966497 
381	 0.149776176055921 
382	 0.154841270876585 
383	 0.159680798953583 
384	 0.167213998602366 
385	 0.172068567536547 
386	 0.177742024588347 
387	 0.185287538744503 
388	 0.193359447270598 
389	 0.200621839156837 
390	 0.208431467168827 
391	 0.217388064064615 
392	 0.225628538225545 
393	 0.235506657967169 
394	 0.24632965958031 
395	 0.256680527879638 
396	 0.267233067049487 
397	 0.277958064062385 
398	 0.288162660799434 
399	 0.296995410952418 
400	 0.30772996523184 
401	 0.317913918080431 
402	 0.326198168729696 
403	 0.33500520002287 
404	 0.343356505164886 
405	 0.350813002377571 
406	 0.357124441123518 
407	 0.362596474591655 
408	 0.367889073065821 
409	 0.373082564465381 
410	 0.377772996752464 
411	 0.381348303021426 
412	 0.384432801182467 
413	 0.387313370726815 
414	 0.388892560103036 
415	 0.390828481521397 
416	 0.392968569782102 
417	 0.394565629554279 
418	 0.395884458442425 
419	 0.396864811639391 
420	 0.397606335903867 
421	 0.398376435092701 
422	 0.399233142641561 
423	 0.399615476296485 
424	 0.399451894332067 
425	 0.400327795379618 
426	 0.400466957703332 
427	 0.400222000213911 
428	 0.400704664145246 
429	 0.40054906689568 
430	 0.400262455599018 
431	 0.400163406155876 
432	 0.400107329015584 
433	 0.399964293564632 
434	 0.399699953523535 
435	 0.399363391803038 
436	 0.399230996648891 
437	 0.398544097273169 
438	 0.397760359788449 
439	 0.397934885343019 
440	 0.397369674424619 
441	 0.39680709703097 
442	 0.396597848426807 
443	 0.395790964303277 
444	 0.395203685262145 
445	 0.394639282013384 
446	 0.393721449435796 
447	 0.392874324986039 
448	 0.392036718004747 
449	 0.391086903832527 
450	 0.389895429158519 
451	 0.38886675954813 
452	 0.387820275518531 
453	 0.38655115528997 
454	 0.385057878891391 
455	 0.383582853867862 
456	 0.382087471307483 
457	 0.380430839589052 
458	 0.378834407475458 
459	 0.377276354663344 
460	 0.375679796651463 
461	 0.373939646537189 
462	 0.372016495431329 
463	 0.370035266742414 
464	 0.368112110647852 
465	 0.366105266449477 
466	 0.364218029924879 
467	 0.362379689725067 
468	 0.360323860588539 
469	 0.35805667739213 
470	 0.355941852654971 
471	 0.354033192636445 
472	 0.351641337131079 
473	 0.349410846290377 
474	 0.347246433897086 
475	 0.344858699941484 
476	 0.342521991325153 
477	 0.340289269106801 
478	 0.338059285433116 
479	 0.335590044001532 
480	 0.333033879950154 
481	 0.33043418591894 
482	 0.327795650452497 
483	 0.32509167310029 
484	 0.322317992384293 
485	 0.319493341211316 
486	 0.316631253844363 
487	 0.313550522251643 
488	 0.310398780249359 
489	 0.307302903035334 
490	 0.304270395586825 
491	 0.301158957141222 
492	 0.298034555448349 
493	 0.295003359551615 
494	 0.292044973968971 
495	 0.289047040301347 
496	 0.286052205102046 
497	 0.283267496352102 
498	 0.280581678318748 
499	 0.277899440799875 
500	 0.275208098336939 
501	 0.272685423768621 
502	 0.270353416244902 
503	 0.268089377184829 
504	 0.265731981653616 
505	 0.263617263561358 
506	 0.261549877482835 
507	 0.259423455901253 
508	 0.257384090667971 
509	 0.255424304661097 
510	 0.253522885559732 
511	 0.251644059687839 
512	 0.249733231622212 
513	 0.247792837122795 
514	 0.245807422825561 
515	 0.24373980811871 
516	 0.241616029651789 
517	 0.239477252092319 
518	 0.237351814902224 
519	 0.235226568297142 
520	 0.233126655899527 
521	 0.23100149326087 
522	 0.228777407661469 
523	 0.226545672562148 
524	 0.224452903418764 
525	 0.222505564798933 
526	 0.220465137749286 
527	 0.218425607134333 
528	 0.216538331833591 
529	 0.214889899446843 
530	 0.213129333366782 
531	 0.211511283031569 
532	 0.210070359879275 
533	 0.208606882332574 
534	 0.20735186562342 
535	 0.206220304066946 
536	 0.205136829806519 
537	 0.204257331946958 
538	 0.203422621782628 
539	 0.202610650113879 
540	 0.201882730393318 
541	 0.201267500445647 
542	 0.200740454358498 
543	 0.200255173892551 
544	 0.19972466750888 
545	 0.19938021956328 
546	 0.199085552042374 
547	 0.198631874900426 
548	 0.198219224049922 
549	 0.197811934697749 
550	 0.197374183148263 
551	 0.19688634657043 
552	 0.196400081308905 
553	 0.195860765686126 
554	 0.195220995417878 
555	 0.194543296735197 
556	 0.19384517734926 
557	 0.193119835290606 
558	 0.192340907863205 
559	 0.191469488058354 
560	 0.190598552049502 
561	 0.18976602359552 
562	 0.188846375228387 
563	 0.187960056333459 
564	 0.187117493433043 
565	 0.186288612910558 
566	 0.185490947549924 
567	 0.184733949671108 
568	 0.184043805220739 
569	 0.183470566338144 
570	 0.182853610142188 
571	 0.182269298079623 
572	 0.18182175050593 
573	 0.181442550049891 
574	 0.181113121453046 
575	 0.180820042272094 
576	 0.18056131754709 
577	 0.180453814500637 
578	 0.180371352794017 
579	 0.180256388236596 
580	 0.180315147679983 
581	 0.180435881345519 
582	 0.180622572835185 
583	 0.180917509266579 
584	 0.181256663520313 
585	 0.181653012287795 
586	 0.182132358388144 
587	 0.182730469762371 
588	 0.183401397490309 
589	 0.184142475656477 
590	 0.184969156877248 
591	 0.185920527617255 
592	 0.186869718839159 
593	 0.187836729610244 
594	 0.188967863617761 
595	 0.190111333244068 
596	 0.191271162344899 
597	 0.192483493786307 
598	 0.193796541776943 
599	 0.195122912939989 
600	 0.196452038769656 
601	 0.197804975968598 
602	 0.199079071198645 
603	 0.200371017680387 
604	 0.201726774545555 
605	 0.203076537978143 
606	 0.204346433120962 
607	 0.205534321079227 
608	 0.206671966035618 
609	 0.207798586362202 
610	 0.208867679960021 
611	 0.209887744580702 
612	 0.210920229094412 
613	 0.211850809344996 
614	 0.212714764558066 
615	 0.213556430000714 
616	 0.214344539491708 
617	 0.215099618093355 
618	 0.215854020978835 
619	 0.216647988901408 
620	 0.217534683223621 
621	 0.218389369792076 
622	 0.219199572975313 
623	 0.220191612058094 
624	 0.221245270144505 
625	 0.222374975911466 
626	 0.223621759337492 
627	 0.224927151972906 
628	 0.226370616956643 
629	 0.227943701372327 
630	 0.229541857988778 
631	 0.231311939533097 
632	 0.233175191876555 
633	 0.235057239360856 
634	 0.23706282682071 
635	 0.239103792927022 
636	 0.241204261963764 
637	 0.243447457415868 
638	 0.245755587991317 
639	 0.248083372533309 
640	 0.250437424590369 
641	 0.25289945247079 
642	 0.255399085506914 
643	 0.257898452448801 
644	 0.260392510674121 
645	 0.262970222214744 
646	 0.265572759946953 
647	 0.268162469727257 
648	 0.27073461562425 
649	 0.273362158797939 
650	 0.275966663764662 
651	 0.278483334149285 
652	 0.280984418290993 
653	 0.283460951070712 
654	 0.28587739626987 
655	 0.288184457887792 
656	 0.290347729038028 
657	 0.2924535263409 
658	 0.294507038794456 
659	 0.296358772270537 
660	 0.298075290708385 
661	 0.299624772779498 
662	 0.300972595487128 
663	 0.302209589475387 
664	 0.303265090871558 
665	 0.304151919363503 
666	 0.304952108069514 
667	 0.305479542145846 
668	 0.305789454625374 
669	 0.305960757544905 
670	 0.306016778255925 
671	 0.30585331566691 
672	 0.305494859014607 
673	 0.305013631716092 
674	 0.30431940661236 
675	 0.303536050971007 
676	 0.302708805309255 
677	 0.301754113931884 
678	 0.30070807831044 
679	 0.299596628647813 
680	 0.298441873269891 
681	 0.297249662680911 
682	 0.296071640274066 
683	 0.294901504399767 
684	 0.293702104974465 
685	 0.292663408143276 
686	 0.291698638053166 
687	 0.290747303233838 
688	 0.289892849597538 
689	 0.289122035074733 
690	 0.288452290929017 
691	 0.287904245248587 
692	 0.287459923346397 
693	 0.287109843561969 
694	 0.28685550537517 
695	 0.286707678801612 
696	 0.286673122932011 
697	 0.286736614153479 
698	 0.286887057493455 
699	 0.287141845762582 
700	 0.287453063126365 
701	 0.287857705187966 
702	 0.288414071838897 
703	 0.288984757193936 
704	 0.289628987353701 
705	 0.290386065693337 
706	 0.291241246537128 
707	 0.292099942965802 
708	 0.293000374832079 
709	 0.293992428122523 
710	 0.295025067158594 
711	 0.29612916414689 
712	 0.297291468546984 
713	 0.298471680873426 
714	 0.299674223001111 
715	 0.300928881016581 
716	 0.30223349301782 
717	 0.303524771227867 
718	 0.304886880376347 
719	 0.306301913065156 
720	 0.307726788772318 
721	 0.309169152581474 
722	 0.310637352553449 
723	 0.312153521401433 
724	 0.313741073304422 
725	 0.315354516356889 
726	 0.317033703772354 
727	 0.318817779024089 
728	 0.320729719284623 
729	 0.322749846649377 
730	 0.324843342840039 
731	 0.327006438855726 
732	 0.329378123936765 
733	 0.331939354070608 
734	 0.334663816136262 
735	 0.337519407848221 
736	 0.340526569808146 
737	 0.343671535733016 
738	 0.346944614051229 
739	 0.350364997502169 
740	 0.35391491726928 
741	 0.357570278341318 
742	 0.361315169396521 
743	 0.365176066116066 
744	 0.369111972790202 
745	 0.373097136490158 
746	 0.377124825714926 
747	 0.381215928005653 
748	 0.385319196129695 
749	 0.389390855518701 
750	 0.39344331874747 
751	 0.397493812327027 
752	 0.401504366071332 
753	 0.405433466182172 
754	 0.409364373981868 
755	 0.413188118949253 
756	 0.416895059368947 
757	 0.420580988480385 
758	 0.424165493033771 
759	 0.427622653117849 
760	 0.430957111943762 
761	 0.434238524182446 
762	 0.43743305091599 
763	 0.440501019180927 
764	 0.443431162492157 
765	 0.446360887090641 
766	 0.449205168329011 
767	 0.451930520017619 
768	 0.454561888771317 
769	 0.457136822845905 
770	 0.459643299417717 
771	 0.462067900990134 
772	 0.464425473328394 
773	 0.466743354271093 
774	 0.468998352523274 
775	 0.471155123021081 
776	 0.473180859043405 
777	 0.475245093121643 
778	 0.477328039535319 
779	 0.479259492019765 
780	 0.481179747719595 
781	 0.48303698563817 
782	 0.484806350717638 
783	 0.48655642288957 
784	 0.488267251577066 
785	 0.489948651659848 
786	 0.491599494498994 
787	 0.493137796223899 
788	 0.494680574933717 
789	 0.496223941323285 
790	 0.497682355937419 
791	 0.4990362325258 
792	 0.500333252385522 
793	 0.501582276038141 
794	 0.502732506498246 
795	 0.503869629135936 
796	 0.504983437677756 
797	 0.506043247053016 
798	 0.507035862663523 
799	 0.507932046909563 
800	 0.50879754741126 
801	 0.50970680876353 
802	 0.510528446495571 
803	 0.511287242885794 
804	 0.512013792703947 
805	 0.512731853425119 
806	 0.51340541762122 
807	 0.514043050666086 
808	 0.514662074924929 
809	 0.515280009744261 
810	 0.51581874387731 
811	 0.516329209203679 
812	 0.516871152246037 
813	 0.517391853283942 
814	 0.51790673215796 
815	 0.518389262946484 
816	 0.518803862212202 
817	 0.51920969748325 
818	 0.51963672034979 
