   1.3813200e+04   3.3430000e+00
   1.3823200e+04   3.3434914e+00
   1.3833200e+04   3.3439829e+00
   1.3843200e+04   3.3444746e+00
   1.3853200e+04   3.3449665e+00
   1.3863200e+04   3.3454586e+00
   1.3873200e+04   3.3459508e+00
   1.3883200e+04   3.3464432e+00
   1.3893200e+04   3.3469358e+00
   1.3903200e+04   3.3474286e+00
   1.3913200e+04   3.3479215e+00
   1.3923200e+04   3.3484146e+00
   1.3933200e+04   3.3489079e+00
   1.3943200e+04   3.3494014e+00
   1.3953200e+04   3.3498950e+00
   1.3963200e+04   3.3503888e+00
   1.3973200e+04   3.3508828e+00
   1.3983200e+04   3.3513770e+00
   1.3993200e+04   3.3518714e+00
   1.4003200e+04   3.3523659e+00
   1.4013200e+04   3.3528606e+00
   1.4023200e+04   3.3533555e+00
   1.4033200e+04   3.3538506e+00
   1.4043200e+04   3.3543458e+00
   1.4053200e+04   3.3548412e+00
   1.4063200e+04   3.3553368e+00
   1.4073200e+04   3.3558326e+00
   1.4083200e+04   3.3563286e+00
   1.4093200e+04   3.3568247e+00
   1.4103200e+04   3.3573210e+00
   1.4113200e+04   3.3578175e+00
   1.4123200e+04   3.3583142e+00
   1.4133200e+04   3.3588110e+00
   1.4143200e+04   3.3593080e+00
   1.4153200e+04   3.3598053e+00
   1.4163200e+04   3.3603026e+00
   1.4173200e+04   3.3608002e+00
   1.4183200e+04   3.3612980e+00
   1.4193200e+04   3.3617959e+00
   1.4203200e+04   3.3622940e+00
   1.4213200e+04   3.3627923e+00
   1.4223200e+04   3.3632908e+00
   1.4233200e+04   3.3637894e+00
   1.4243200e+04   3.3642882e+00
   1.4253200e+04   3.3647873e+00
   1.4263200e+04   3.3652865e+00
   1.4273200e+04   3.3657858e+00
   1.4283200e+04   3.3662854e+00
   1.4293200e+04   3.3667851e+00
   1.4303200e+04   3.3672850e+00
   1.4313200e+04   3.3677852e+00
   1.4323200e+04   3.3682854e+00
   1.4333200e+04   3.3687859e+00
   1.4343200e+04   3.3692866e+00
   1.4353200e+04   3.3697874e+00
   1.4363200e+04   3.3702884e+00
   1.4373200e+04   3.3707896e+00
   1.4383200e+04   3.3712910e+00
   1.4393200e+04   3.3717926e+00
   1.4403200e+04   3.3722943e+00
   1.4413200e+04   3.3727962e+00
   1.4423200e+04   3.3732984e+00
   1.4433200e+04   3.3738006e+00
   1.4443200e+04   3.3743031e+00
   1.4453200e+04   3.3748058e+00
   1.4463200e+04   3.3753087e+00
   1.4473200e+04   3.3758117e+00
   1.4483200e+04   3.3763149e+00
   1.4493200e+04   3.3768183e+00
   1.4503200e+04   3.3773219e+00
   1.4513200e+04   3.3778257e+00
   1.4523200e+04   3.3783296e+00
   1.4533200e+04   3.3788338e+00
   1.4543200e+04   3.3793381e+00
   1.4553200e+04   3.3798426e+00
   1.4563200e+04   3.3803473e+00
   1.4573200e+04   3.3808522e+00
   1.4583200e+04   3.3813573e+00
   1.4593200e+04   3.3818626e+00
   1.4603200e+04   3.3823680e+00
   1.4613200e+04   3.3828736e+00
   1.4623200e+04   3.3833795e+00
   1.4633200e+04   3.3838855e+00
   1.4643200e+04   3.3843917e+00
   1.4653200e+04   3.3848981e+00
   1.4663200e+04   3.3854046e+00
   1.4673200e+04   3.3859114e+00
   1.4683200e+04   3.3864183e+00
   1.4693200e+04   3.3869255e+00
   1.4703200e+04   3.3874328e+00
   1.4713200e+04   3.3879403e+00
   1.4723200e+04   3.3884480e+00
   1.4733200e+04   3.3889559e+00
   1.4743200e+04   3.3894639e+00
   1.4753200e+04   3.3899722e+00
   1.4763200e+04   3.3904806e+00
   1.4773200e+04   3.3909893e+00
   1.4783200e+04   3.3914981e+00
   1.4793200e+04   3.3920071e+00
   1.4803200e+04   3.3925163e+00
   1.4813200e+04   3.3930257e+00
   1.4823200e+04   3.3935353e+00
   1.4833200e+04   3.3940451e+00
   1.4843200e+04   3.3945551e+00
   1.4853200e+04   3.3950652e+00
   1.4863200e+04   3.3955756e+00
   1.4873200e+04   3.3960861e+00
   1.4883200e+04   3.3965968e+00
   1.4893200e+04   3.3971077e+00
   1.4903200e+04   3.3976189e+00
   1.4913200e+04   3.3981302e+00
   1.4923200e+04   3.3986416e+00
   1.4933200e+04   3.3991533e+00
   1.4943200e+04   3.3996652e+00
   1.4953200e+04   3.4001773e+00
   1.4963200e+04   3.4006895e+00
   1.4973200e+04   3.4012020e+00
   1.4983200e+04   3.4017146e+00
   1.4993200e+04   3.4022274e+00
   1.5003200e+04   3.4027405e+00
   1.5013200e+04   3.4032537e+00
   1.5023200e+04   3.4037671e+00
   1.5033200e+04   3.4042807e+00
   1.5043200e+04   3.4047945e+00
   1.5053200e+04   3.4053085e+00
   1.5063200e+04   3.4058227e+00
   1.5073200e+04   3.4063370e+00
   1.5083200e+04   3.4068516e+00
   1.5093200e+04   3.4073664e+00
   1.5103200e+04   3.4078813e+00
   1.5113200e+04   3.4083965e+00
   1.5123200e+04   3.4089118e+00
   1.5133200e+04   3.4094274e+00
   1.5143200e+04   3.4099431e+00
   1.5153200e+04   3.4104590e+00
   1.5163200e+04   3.4109752e+00
   1.5173200e+04   3.4114915e+00
   1.5183200e+04   3.4120080e+00
   1.5193200e+04   3.4125247e+00
   1.5203200e+04   3.4130416e+00
   1.5213200e+04   3.4135587e+00
   1.5223200e+04   3.4140760e+00
   1.5233200e+04   3.4145935e+00
   1.5243200e+04   3.4151112e+00
   1.5253200e+04   3.4156291e+00
   1.5263200e+04   3.4161472e+00
   1.5273200e+04   3.4166654e+00
   1.5283200e+04   3.4171839e+00
   1.5293200e+04   3.4177026e+00
   1.5303200e+04   3.4182214e+00
   1.5313200e+04   3.4187405e+00
   1.5323200e+04   3.4192598e+00
   1.5333200e+04   3.4197792e+00
   1.5343200e+04   3.4202989e+00
   1.5353200e+04   3.4208187e+00
   1.5363200e+04   3.4213388e+00
   1.5373200e+04   3.4218590e+00
   1.5383200e+04   3.4223795e+00
   1.5393200e+04   3.4229001e+00
   1.5403200e+04   3.4234210e+00
   1.5413200e+04   3.4239420e+00
   1.5423200e+04   3.4244632e+00
   1.5433200e+04   3.4249847e+00
   1.5443200e+04   3.4255063e+00
   1.5453200e+04   3.4260282e+00
   1.5463200e+04   3.4265502e+00
   1.5473200e+04   3.4270724e+00
   1.5483200e+04   3.4275949e+00
   1.5493200e+04   3.4281175e+00
   1.5503200e+04   3.4286403e+00
   1.5513200e+04   3.4291634e+00
   1.5523200e+04   3.4296866e+00
   1.5533200e+04   3.4302101e+00
   1.5543200e+04   3.4307337e+00
   1.5553200e+04   3.4312575e+00
   1.5563200e+04   3.4317816e+00
   1.5573200e+04   3.4323058e+00
   1.5583200e+04   3.4328302e+00
   1.5593200e+04   3.4333549e+00
   1.5603200e+04   3.4338797e+00
   1.5613200e+04   3.4344048e+00
   1.5623200e+04   3.4349300e+00
   1.5633200e+04   3.4354555e+00
   1.5643200e+04   3.4359811e+00
   1.5653200e+04   3.4365070e+00
   1.5663200e+04   3.4370330e+00
   1.5673200e+04   3.4375593e+00
   1.5683200e+04   3.4380857e+00
   1.5693200e+04   3.4386124e+00
   1.5703200e+04   3.4391393e+00
   1.5713200e+04   3.4396663e+00
   1.5723200e+04   3.4401936e+00
   1.5733200e+04   3.4407211e+00
   1.5743200e+04   3.4412488e+00
   1.5753200e+04   3.4417766e+00
   1.5763200e+04   3.4423047e+00
   1.5773200e+04   3.4428330e+00
   1.5783200e+04   3.4433615e+00
   1.5793200e+04   3.4438902e+00
   1.5803200e+04   3.4444191e+00
   1.5813200e+04   3.4449482e+00
   1.5823200e+04   3.4454775e+00
   1.5833200e+04   3.4460070e+00
   1.5843200e+04   3.4465368e+00
   1.5853200e+04   3.4470667e+00
   1.5863200e+04   3.4475968e+00
   1.5873200e+04   3.4481271e+00
   1.5883200e+04   3.4486577e+00
   1.5893200e+04   3.4491884e+00
   1.5903200e+04   3.4497194e+00
   1.5913200e+04   3.4502506e+00
   1.5923200e+04   3.4507819e+00
   1.5933200e+04   3.4513135e+00
   1.5943200e+04   3.4518453e+00
   1.5953200e+04   3.4523773e+00
   1.5963200e+04   3.4529094e+00
   1.5973200e+04   3.4534418e+00
   1.5983200e+04   3.4539745e+00
   1.5993200e+04   3.4545073e+00
   1.6003200e+04   3.4550403e+00
   1.6013200e+04   3.4555735e+00
   1.6023200e+04   3.4561070e+00
   1.6033200e+04   3.4566406e+00
   1.6043200e+04   3.4571744e+00
   1.6053200e+04   3.4577085e+00
   1.6063200e+04   3.4582428e+00
   1.6073200e+04   3.4587773e+00
   1.6083200e+04   3.4593119e+00
   1.6093200e+04   3.4598468e+00
   1.6103200e+04   3.4603819e+00
   1.6113200e+04   3.4609172e+00
   1.6123200e+04   3.4614528e+00
   1.6133200e+04   3.4619885e+00
   1.6143200e+04   3.4625244e+00
   1.6153200e+04   3.4630606e+00
   1.6163200e+04   3.4635969e+00
   1.6173200e+04   3.4641335e+00
   1.6183200e+04   3.4646703e+00
   1.6193200e+04   3.4652073e+00
   1.6203200e+04   3.4657445e+00
   1.6213200e+04   3.4662819e+00
   1.6223200e+04   3.4668195e+00
   1.6233200e+04   3.4673573e+00
   1.6243200e+04   3.4678954e+00
   1.6253200e+04   3.4684336e+00
   1.6263200e+04   3.4689721e+00
   1.6273200e+04   3.4695108e+00
   1.6283200e+04   3.4700497e+00
   1.6293200e+04   3.4705888e+00
   1.6303200e+04   3.4711281e+00
   1.6313200e+04   3.4716676e+00
   1.6323200e+04   3.4722073e+00
   1.6333200e+04   3.4727473e+00
   1.6343200e+04   3.4732875e+00
   1.6353200e+04   3.4738278e+00
   1.6363200e+04   3.4743684e+00
   1.6373200e+04   3.4749092e+00
   1.6383200e+04   3.4754502e+00
   1.6393200e+04   3.4759915e+00
   1.6403200e+04   3.4765329e+00
   1.6413200e+04   3.4770745e+00
   1.6423200e+04   3.4776164e+00
   1.6433200e+04   3.4781585e+00
   1.6443200e+04   3.4787008e+00
   1.6453200e+04   3.4792433e+00
   1.6463200e+04   3.4797860e+00
   1.6473200e+04   3.4803289e+00
   1.6483200e+04   3.4808721e+00
   1.6493200e+04   3.4814155e+00
   1.6503200e+04   3.4819590e+00
   1.6513200e+04   3.4825028e+00
   1.6523200e+04   3.4830469e+00
   1.6533200e+04   3.4835911e+00
   1.6543200e+04   3.4841355e+00
   1.6553200e+04   3.4846802e+00
   1.6563200e+04   3.4852251e+00
   1.6573200e+04   3.4857701e+00
   1.6583200e+04   3.4863154e+00
   1.6593200e+04   3.4868610e+00
   1.6603200e+04   3.4874067e+00
   1.6613200e+04   3.4879527e+00
   1.6623200e+04   3.4884988e+00
   1.6633200e+04   3.4890452e+00
   1.6643200e+04   3.4895918e+00
   1.6653200e+04   3.4901386e+00
